,gold,prediction_,rouge_score_,bertscore_precision_,bertscore_recall_,bertscore_f1_,factCC_label_,factCC_score_,prediction_v1,prediction_v2,rouge_score_v1,rouge_score_v2,bertscore_precision_v1,bertscore_precision_v2,bertscore_recall_v1,bertscore_recall_v2,bertscore_f1_v1,bertscore_f1_v2,factCC_label_v1,factCC_label_v2,factCC_score_v1,factCC_score_v2
10,"This paper proposes a few-shot (untargeted) backdoor attack (FSBA) against siamese network-based visual object tracking. Contributions can be summarized as follows: First, this paper treats the attack task as an instance of multi-task learning and can be regarded as the first backdoor attack against VOT. Besides, a simple yet effective few-shot untargeted backdoor attack is proposed and achieves significant effectiveness in both digital and physical-world scenarios. This paper reveals the vulnerability of VOT to backdoor attacks caused by outsourced training or using third-party pre-trained models. One weakness is that threat model requires a very strong attacker with ability to modify the training algorithm, but only very simple defenses are considered. Overall, this is a good first attempt at showing vulnerability of VOT approaches.

",The paper introduces a variant of backdoor attacks against visual object tracking (VOT) networks. A baseline attack (BOBA) consisting of a standard classifier backdoor against the classification head of a Siamese network is proposed. An improved attack (FSBA) based on maximizing a particular loss in feature space is also proposed. The experimental result is mainly a numerical analysis without further investigation. The authors empirically show that the presented attack is effective in both digital and physical-world scenarios.,0.2115384615384615,0.853241503238678,0.795741081237793,0.8234887719154358,CORRECT,0.9989173412322998,"The paper introduces a variant of backdoor attacks against visual object tracking (VOT) networks. A baseline attack (BOBA) consisting of a standard classifier backdoor against the classification head of a Siamese network is proposed. An improved attack (FSBA) based on maximizing a particular loss in feature space is proposed, with better empirical results than the baseline attack. The paper is well organized and easy to follow. Although there are still some shortcomings in experimental analysis, this article is a good attempt on the security of the VOT.","The paper introduces a variant of backdoor attacks against visual object tracking (VOT) networks. The core idea of the backdoor attach is to maximize the feature distance between poisoned frames. The proposed method is claimed to be able to operate in few-shot or one-shot mode. The paper is well organized and easy to follow. Although there are still some shortcomings in experimental analysis, this article is a good attempt on the security of the VOT and worthy of follow-up work. It is hard to tell why the main proposed defense outperforms the baseline attacks and I hope that this will be addressed. The experimental result is mainly a numerical analysis without further investigation. The rebuttal has addressed most of my concerns. Therefore, I would like to upgrade my initial recommendation.",0.2396313364055299,0.2053231939163498,0.8422477841377258,0.7966657876968384,0.7983800768852234,0.8038292527198792,0.8197274804115295,0.8002314567565918,CORRECT,INCORRECT,0.9791187644004822,0.5999231338500977
11,"This is a borderline paper. The scores were initially below the bar. The novelty of the work is limited and there are strong claims in the paper that should be revised. The authors can also do a better job in positioning their work with respect to the existing results. However, the authors managed to address several questions/concerns of the reviewers and convince them to raise their scores. I would strongly recommend the authors to address the rest of the reviewers' comments, especially those related to strong claims and connection to related work, and further improve their work in preparing its final draft.

","The paper proposes an exploration method for ""preference based Reinforcement Learning"" methods. The authors use an ensemle of learned reward models and add an intrinsic reward based on disagreement (or uncertainity) The authors test the idea on robotic manipulation tasks from meta-world. The method can be considered sound, as it is based on established building-blocks. The evaluation is ok, but more domains should be added for allowing to derive more general conclusions.",0.1242937853107344,0.7665191888809204,0.7712926864624023,0.7688985466957092,CORRECT,0.9886532425880432,"The paper proposes an exploration method for ""preference based Reinforcement Learning"" methods. The authors use an ensemle of learned reward models and add an intrinsic reward based on disagreement (or uncertainity) The authors test the idea on robotic manipulation tasks from meta-world. The idea of efficient exploration is very important for reinforcement learning, especially for cases where human feedback is used. The proposed method is of interest within the domain of preference-based reinforcement learning. However, the novelty of the approach is limited and the claims have been shown before.","The paper proposes an exploration method for ""preference based Reinforcement Learning"" methods. The authors use an ensemle of learned reward models and add an intrinsic reward based on disagreement (or uncertainity) The idea of efficient exploration is very important for reinforcement learning, especially for cases where human feedback is used. The paper is well written and clear to understand. The evaluation is ok, but more domains should be added for allowing to derive more general conclusions. The proposed method is of interest within the domain of preference-based reinforcement learning. The novelty of the approach is limited and the claims have been shown before, but in a different framework. However, even if these issues are resolved, the degree of novelty will likely stay limited. Some suggestions: Effect of different beta values. Optimal/terminal policy in terms of preference queries.",0.1546391752577319,0.165289256198347,0.756070077419281,0.7608308792114258,0.7673799991607666,0.7897030115127563,0.7616829872131348,0.774998128414154,CORRECT,CORRECT,0.9985376596450806,0.9804537296295166
12,"Pros:
- Provides a practical technique which can dramatically speed up PDE solving -- this is an important and widely applicable contribution.
- Paper is simultaneously clearly written and mathematically sophisticated.
- The experimental results as impressive.

Cons:
- There were concerns that the paper lacks novelty compared to Li et al 2020b, where the underlying theoretical framework was developed. The primary novelty would seem to be:
- - using Fourier transforms as the specific neural operator
- - the strength of the experimental results

Overall, I recommend acceptance. I believe the techniques in this paper will be practically useful for future research.

",The authors proposed a novel neural Fourier operator that generalizes between different function discretization schemes. It achieves superior performance in terms of speed and accuracy compared to learned baselines. It is also significantly faster than traditional PDE solvers. The motivation for replacing the kernel function (3) by a convolution operator is not entirely clear. This is performed by a supervised learning of a mapping between the PDE coefficients (a) and a PDE solution (u),0.119047619047619,0.7732934951782227,0.73126220703125,0.7516907453536987,INCORRECT,0.8999497294425964,The authors proposed a novel neural Fourier operator that generalizes between different function discretization schemes. The method achieves superior performance in terms of speed and accuracy compared to learned baselines. It is also significantly faster than traditional PDE solvers. The motivation for replacing the kernel function (3) by a convolution operator is not entirely clear. The paper itself is not self-contained. I hope that the authors are able to address my concerns. I believe that this work should be published. It's definitely a big step-forward in neural operators.,"The authors proposed a novel neural Fourier operator that generalizes between different function discretization schemes. The method achieves superior performance in terms of speed and accuracy compared to learned baselines. It is also significantly faster than traditional PDE solvers. I’m assigning a score of 8 (a very good conference paper), and I think that the paper is more or less ready for publication as is. The paper itself is not self-contained. I hope that the authors are able to address my concerns. I believe that this work should be published. It’s definitely a big step-forward in neural operators. The subsequent experimentation was extremely thorough and, of course, the results were very impressive. I liked the paper a lot.",0.1513513513513513,0.1851851851851851,0.8006221055984497,0.7989537119865417,0.7715991735458374,0.7847466468811035,0.785842776298523,0.7917864322662354,INCORRECT,INCORRECT,0.9959155917167664,0.9922826886177064
13,"This paper improves contrastive learning of sentence embedding by using unpaired examples from the image or audio modality.

Reviewers liked the significance of this work due to its simplicity and general applicability, but some questioned the amount of improvement and advocated for the inclusion of low resource languages. The authors included Chinese, which is non-European but not low resource.

","The method is simple and generalizable, i.e. not only applied to vision but also to other modalities such as audio. The extra modality data share the same encoding backbone models and similar contrastive learning losses. The method follows the SimCSE approach of clustering similar sentence representations and expands upon it by additionally clustering visual or audio input, named VisualCSE and AudioCSE respectively. Because the approach does not require aligned data between the text and additional modality, the method works for any language.",0.1538461538461538,0.7708990573883057,0.7763507962226868,0.7736153602600098,INCORRECT,0.9379114508628844,"The method is simple and generalizable, i.e. not only applied to vision but also to other modalities such as audio. On STS tasks, on average it improves 1% accuracy. The original SimCSE paper improves more than 4% accuracy and is able to push the state-of-the-art. The proposed method is language-agnostic and outperforms vanilla SimC SE across various tasks. It seems the paper is missing a comparison with MCSE [1], which is a very relevant work.","The method is simple and generalizable, i.e. not only applied to vision but also to other modalities such as audio. I’m not confident that the improvement is significant. On STS tasks, on average it improves 1% accuracy. It seems the paper is missing a comparison with MCSE [1], which is a very relevant work that augments the SimCSE with multimodal contrastive objective. It is unclear, except for the objective and hyperparameters, how other factors like pre-trained image/ audio encoder, augmentation methods, dataset, and image/audio quality could affect the final performance. The model performance improvement is relatively small. Compared to other CL sentence representationlearning work, e.g., DiffCSE, DebiasedCSE and PromptBERT, the proposed method performance with more data is not that significant.",0.1428571428571428,0.1297297297297297,0.7472065687179565,0.7361121773719788,0.7735370397567749,0.7761998176574707,0.7601438760757446,0.7556247115135193,INCORRECT,INCORRECT,0.9959043860435486,0.9421043395996094
14,"The authors present a matrix factorization for the social behavior of honey bees in a hive. All the reviewers appreciated the interesting application.  However, substantial concerns were raised about the model motivation and the interpretation of the learned factors. To quote one reviewer, ""Some of these bells and whistles may not even be needed, so simplifying the model and streamlining the text would go a long way for me."" Another said, ""The paper requires more principled motivation for the choices the authors made as well as cleaning up the notation.""  The authors did address some of these concerns in discussion, but there are too many lingering concerns to recommend acceptance.  Given the unique application of this paper, the authors might also consider a journal that specializes in computational biology instead. 


","The authors present a matrix factorization model to jointly characterize the lifetime interactions of thousands of bees over generations. I think the core idea is interesting, but I have mixed feelings about the method and some of the analyses. Although not directly addressed, the authors appear to be trying to solve a *tensor* factorization problem. The paper requires more principled motivation for the choices the authors made. Some of these ideas might be under the surface in time-shifted tensor decomposition models (linked below)",0.3364485981308411,0.8386880159378052,0.8081282377243042,0.8231245875358582,INCORRECT,0.99741131067276,"The authors present a matrix factorization model to jointly characterize the lifetime interactions of thousands of bees over generations. I think the core idea is interesting, but I have mixed feelings about the method and some of the analyses. The paper requires more principled motivation for the choices the authors made as well as cleaning up the notation. Some of these bells and whistles may not even be needed, so simplifying the model and streamlining the text would go a long way for me. It seems as though they have enforced a handful of individual features for their model in order to achieve interpretability.","The authors present a matrix factorization model to jointly characterize the lifetime interactions of thousands of bees over generations. I think the core idea is interesting, but I have mixed feelings about the method and some of the analyses. The evaluation metrics are a bit strange. The model performs worse than the baselines on reconstruction, though this does not seem to be the primary goal of the paper. The core idea (individual-specific time courses) seems to get buried and lost with other modeling innovations like adversarial training and new terms like ""individuality basis functions"" Some of these bells and whistles may not even be needed, so simplifying the model and streamlining the text would go a long way for me. My suggestion would be to focus on qualitative / visual comparisons across the different models.",0.3931623931623931,0.3471698113207547,0.8868380784988403,0.8236238956451416,0.8584645986557007,0.8297197222709656,0.8724207282066345,0.8266605138778687,INCORRECT,INCORRECT,0.9863358736038208,0.9866509437561036
15,"The paper proposes a semi-supervised segmentation technique which uses consistency regularization via different morphological feature perturbations to increase performance with unlabelled data.  It consists of an encoder and two-head decoders. One decoder learns positive attention to the foreground regions generating dilated features using atrous convolutions. The other decoder learns negative attention to the foreground on the same image thereby generating eroded features using skip connections. A consistency regularization is then applied on these paired predictions of an unlabeled image to improve performance. The method is evaluated on two different datasets, and the authors compared the proposed method with other methods from the literature, and reported superior results. 

During the rebuttal phase the authors made significant efforts to revise their manuscript especially to improve clarity of their presentation and after rebuttal, all reviewers agreed for weak acceptance. I also agree with this decision and support publication of this paper.

","The paper is generally well written, only has a few minor problems with structure. I detailed the paper weaknesses point by point in the section below. If authors solve them, I see no reasons to reject the paper at this stage. The paper is long (16 pages), many figures are small and have poor quality, especially hard to discern some of the plots if you are colour blind. The papers seek to leverage morphological methods to improve segmentation, which is a relatively unexplored field.",0.1367521367521367,0.7736999988555908,0.7448685169219971,0.7590106129646301,CORRECT,0.938078761100769,"The paper addresses the highly relevant and important topic of learning segmentation models with limited data. The method shows consistently good results in comparison to supervised and other semi-supervised approaches. The paper is long (16 pages), many figures are small and have poor quality, it is especially hard to discern some of the plots if you are colour blind. There seems to be confusion about what the dilation and erosion morphological operators actually do. The papers seek to leverage morphological methods to improve segmentation, which is a relatively unexplored field.","The method shows consistently good results in comparison to other approaches. The paper is long (16 pages), many figures are small and have poor quality. There seems to be confusion about what the dilation and erosion morphological operators actually do. I would suggest inserting figures in vector space rather than image space, so that it is possible to zoom and have better quality. Some Figures, like Fig.3, are very hard to appreciate and look worse than they should. I feel more explanations and better figures could give a huge boost to the paper. I see no reasons to reject the paper at this stage. It is based on convolutions and skip-connections, which seems to work well in the experiments. The method is well written, but I feel the presentation could be improved.",0.1410788381742738,0.1267605633802817,0.7916462421417236,0.7807567119598389,0.7558155655860901,0.7650556564331055,0.7733160853385925,0.7728264331817627,CORRECT,CORRECT,0.6710816025733948,0.5407930612564087
16,"The paper addresses generalized zero shot learning (test data contains examples from both seen as well as unseen classes) and proposes to learn a shared representation of images and attributes via multimodal variational autoencoders. 
The reviewers and AC note the following potential weaknesses: (1) low technical contribution, i.e. the proposed multimodal VAE model is very similar to Vedantam et al (2017) as noted by R2, and to JMVAE model by Suzuki et al, 2016, as noted by R1. The authors clarified in their response that indeed VAE in Vedantam et al (2017) is similar, but it has been used for image synthesis and not classification/GZSL. (2) Empirical evaluations and setup are not convincing (R2) and not clear -- R3 has provided a very detailed review and a follow up discussion raising several important concerns such as (i) absence of a validation set to test generalization, (ii) the hyperparameters set up; (iii) not clear advantages of learning a joint model as opposed to unidirectional mappings (R1 also supports this claim). The authors partially addressed some of these concerns in their response, however more in-depth analysis and major revision is required to assess the benefits and feasibility of the proposed approach.


",The paper considers the problem of (Generalized) Zero-Shot Learning. Most zero-shot learning methods embed images and text/attribute representations into a common space. The main difference here seems to be that Variational AutoEncoder (VAEs) are used to learn the mappings that take different sources as input. The authors propose ‘modality invariant variational autoencoders’ which allows one to perform shared manifold learning by training VAEs with both images and attributes as inputs.,0.1386861313868613,0.8303012847900391,0.7233304381370544,0.7731332182884216,INCORRECT,0.9402142763137816,The paper considers the problem of (Generalized) Zero-Shot Learning. Most zero-shot learning methods embed images and text/ attribute representations into a common space. The main difference here seems to be that Variational AutoEncoder (VAEs) are used to learn the mappings that take different sources as input (images and attributes) The theoretical aspect of the method is then limited since the proposed loss function actually corresponds to optimize the same problem as most zero- shot learning approaches but with VAEs.,"The paper considers the problem of (Generalized) Zero-Shot Learning. Most zero-shot learning methods embed images and text/attribute representations into a common space. The main difference here seems to be that Variational AutoEncoder (VAEs) are used to learn the mappings that take different sources as input (images and attributes) The theoretical aspect of the method is then limited since the proposed loss function actually corresponds to optimize the same problem as most zero- shot learning approaches but with VAEs. The contributions of the paper are mostly experimental. Most arguments in the model section are actually simply intuitions. After reading the different reviews, the replies of the authors and the updated version, my opinion that the ""explanations"" are simply intuition.",0.1418439716312056,0.1739130434782608,0.8271284103393555,0.8141903877258301,0.728935718536377,0.7483385801315308,0.774933934211731,0.7798768281936646,INCORRECT,INCORRECT,0.9791974425315856,0.999126136302948
17,"This paper proposed a new algorithm to reconstruct a subset of training examples from a trained homogeneous binary classification neural network. Although there are still some limitations such as the zero training loss and homogeneity assumption, as well as limited experiments beyond MLPs, the reviewers also acknowledge that this results is very interesting and reveals an important property of deep neural networks that could potentially have far-reaching implications for privacy and security.

","The authors in this paper address a challenging, and interesting problem in the current deep neural network literature. The approach produces convincing results in some of the standard computer vision datasets like MNIST and CIFAR10. The work cannot be extended to CNNs with skip connections easily due to the homogeneity assumption. The resulting approach is tested in various contexts for a 2d toy example and a binary MNIST image classification. It relies on a theoretical result by Lyu and Li as well as Ji and Telgarsky.",0.1761006289308176,0.7978008389472961,0.8093273639678955,0.8035227656364441,CORRECT,0.9996978044509888,"The technique hinges on the fact that at the training data points, a linear combination of the derivatives of the network parameters can predict the parameters themselves. The approach produces convincing results in some of the standard computer vision datasets like MNIST and CIFAR10. The work cannot be extended to CNNs with skip connections  easily due to the homogeneity assumption. Not general enough to be applicable to Resnet networks. It is not clear, whether the approach would work on deep networks, i.e., is the optimization only good for fine-tuning already good prototypes? Would it fail (completely) if they did not exist?","The technique hinges on the fact that at the training data points, a linear combination of the derivatives of the network parameters can predict the parameters themselves. The approach produces convincing results in some of the standard computer vision datasets like MNIST and CIFAR10. This work cannot be extended to CNNs with skip connections  easily due to the homogeneity assumption. It is not clear, whether the approach would work on deep networks, i.e., is the optimization only good for fine-tuning already good prototypes? Would it fail (completely) if they did not exist? Where failure could be that only a very small fraction (I am talking 1/10^6 or so) of reconstructed images are actual training data. If they used just one sample per class, it would be quite likely that it resembles a class-average.",0.1363636363636363,0.1232227488151658,0.7716554999351501,0.7533693313598633,0.7928194403648376,0.7928680181503296,0.7820943593978882,0.7726141810417175,INCORRECT,INCORRECT,0.7961035966873169,0.8162712454795837
18,"The paper presents a construction for deep learning on point clouds that evolve over time. The key characteristics of the data are irregular sampling in the spatial domain and regular sampling in the temporal domain. The presented construction addresses both these aspects of the data. The review by R3 was negative but was addressed by the authors and R3 did not participate in the discussion. The AC supports acceptance.

","Proposed point spatio-temporal (PST) convolution operates on ""point tubes"" It decouples space and time through a shared spatial convolution at each timestep. A trainable kernel is used which is applied locally as a continuous convolution. The authors claim that in this way the network will achieve a better understanding of the dynamics of the input data. The proposed method is technically novel and principled. It aims to process the point cloud data in a convolution manner.",0.1780821917808219,0.7531247138977051,0.7802040576934814,0.7664252519607544,CORRECT,0.9990058541297911,"The paper is, for the most part, well-written and nicely presented. The method seems to be very versatile, as it was shown in the results. The computation cost including stacked convolution layers, the FPS sampling, and the nearest neighbor search are all heavy. However, a few points are still not quite clear to me. The results were mainly sequences where the points of the frames do not correlate. The experiments are exhaustive and impressive. Even through the experiments results look pretty good, the novelty of this paper is still limited.","The paper introduces point spatio-temporal convolutions, which are used for the feature extraction of point cloud sequences. A trainable kernel is used which is applied locally as a continuous convolution. The method seems to be very versatile, as it was shown in the results. The experiments are exhaustive and impressive. The novelty of this paper is still limited. There is no significant difference with MeteorNet or even PointNet++. The computation cost including stacked convolution layers, the FPS sampling, and the nearest neighbor search are all heavy. No matter the point tube or the anchor points extracted in the spatial and temporal domain, the main idea is finding a good neighbor. It is written understandably and the evaluations are sufficient, IMO, to confirm the claims given by the authors.",0.1999999999999999,0.202020202020202,0.753233790397644,0.7544353604316711,0.7807650566101074,0.8056822419166565,0.7667524218559265,0.7792171239852905,INCORRECT,INCORRECT,0.8464359641075134,0.9973012804985046
19,"The paper develops a theoretical framework (in the context of learning theory) for training overparameterized networks with label noise, and shows that, in the context of ensemble distillation, teacher networks need not be good classifiers as long as they are good conditional samplers (in the sense defined in the paper).

This is a primarily theoretical paper, with limited empirical results. All reviewers are positive about the paper: one reviewer recommends acceptance (7), the other three recommend weak acceptance (6). The reviewers are positive about the theoretical aspects of the paper, describing them as interesting and technically sound, but are less convinced about the practicality of the theory or the significance of the empirical results.

Given that the theoretical contribution of the paper seems significant and no concerns have been raised about the soundness of the theoretical arguments, I'm happy to recommend acceptance.

","This paper builds upon the observation by Nakkiran and Bansal, 2020. It proposes a theoretical framework to study conditional samplers, which are interpreted as classifiers trained over noisy labeled data. The authors show that obtaining a noisy sampler can be more sample efficient than a good classifier. It shows how to leverage multiple independent teachers to approximate the Bayes optimal classifiers. Labeling a large external set requires a larger unlabeled data set from the same domain.",0.1095890410958904,0.8008999824523926,0.7439292073249817,0.771364152431488,INCORRECT,0.9662289023399352,"This paper builds upon the observation by Nakkiran and Bansal, 2020 and proposes a theoretical framework to study conditional samplers. The framework relies on an observation that might not always hold, and if so, it is not clear if one needs to distinguish between a sampler and learner in practice. The empirical side of the work is relatively weak, as the practical implementation of the proposed method is costly. The research question of understanding data inefficient teachers is well motivated and is very meaningful.","This paper builds upon the observation by Nakkiran and Bansal, 2020 and proposes a theoretical framework to study conditional samplers. The authors formally define concepts of conditional sampling from a learning perspective. They also propose an algorithm for distillation using labels generated by a random teacher from a fixed pool of sampler. Finally, they show some results for classical classification algorithms. The research question of understanding data inefficient teachers is well motivated and is very meaningful. The theoretical results are concise and sound. The empirical results support the theoretical findings, but labeling a large data set significantly increases the training time. It was a solid theoretical paper that addresses an important problem. I didn't find a discussion of limitations, but I did find the paper interesting and interesting to read in its own right.",0.1674008810572687,0.2014388489208633,0.8028927445411682,0.8116394281387329,0.7701393365859985,0.7891929745674133,0.786175012588501,0.8002588152885437,CORRECT,INCORRECT,0.5316296815872192,0.7795447707176208
20,"Three experts reviewed this paper and all recommended rejection. The rebuttal did not change the reviewers' recommendations. The reviewers was not excited by the proposed probabilistic framework and raised many concerns regarding the comparison with baselines and competing methods, limited size of datasets, and limited scope of one dataset for one task. Considering the reviewers' concerns, we regret that the paper cannot be recommended for acceptance at this time.  The authors are encouraged to consider the reviewers' comments when revising the paper for submission elsewhere.

","This is a look at some of the events that took place over the course of the past week. This is not a complete list of all the events, but a list of the main events. This includes the events of the week, as well as the events in between. For more information on this week's events, see the events page. For the rest of the year, we'll be posting a weekly Newsquiz to test your knowledge of events in the news.",0.1775147928994083,0.7058205008506775,0.711631178855896,0.708713948726654,INCORRECT,0.9976754784584044,"This is a look at some of the events that took place over the course of the past week. This is not a complete list of all the events, but a list of the main ones. This includes the events of the week, as well as the events in the past few months. These are just a few of the many events that happened over the last few weeks. The events of this week include: the first day of school, the last day of summer vacation, and the beginning of the new year.","This is a look at some of the events that took place over the course of the past week. This is not a complete list of all the events, but a list of the main ones. This includes the events of the week, as well as the events in the past few months. These videos will go on for the next few days, until the next set of videos will be shown. These will include the events from the first week of school and the second week of the summer vacation. The events of this week include: the first day of school, the last day of summer vacation, and the beginning of the new year. The end-to-end nature of this framework makes it more efficient than previous works. The results suggest that the proposed approach outperforms these compared methods. The claims in the paper are largely unsubstantiated due to the lack of comparison to baselines.",0.1797752808988764,0.1487603305785124,0.6910642385482788,0.7232604026794434,0.6936706900596619,0.7656850814819336,0.6923650503158569,0.7438682913780212,INCORRECT,INCORRECT,0.9953680038452148,0.9858763813972472
21,"I agree with the concerns raised by the reviewers. In particular, the issues of novelty and experimental evaluation (mentioned in the revision summary) remain the major weak points of the paper. My impression is that the changes made in the revision represent a significant experimental addition to the paper, one which might merit a full pass through peer review, and one which in any event did not alter the reviewers' scores. While I think this paper has something to contribute (and the empirical results suggest the method may outperform competitors), I think it would be improved by a rewrite (and possibly a restructure) that makes the part that is your contribution much more clear. For example, in the abstract, it's only in the sentence ""We show both theoretically
and empirically that potential vanishing/exploding gradients problems can be mitigated by enforcing orthogonality to the shared filter bases"" that we actually get to the part that is really novel about this contribution (the ""enforcing orthogonality""): that would ideally be much earlier in the abstract.

","The method reduces 10.01M parameters of ResNet-34 with almost the same error rate. The method is more effective for DNN architectures without using separable convolution. A classic problem, exploding/vanishing gradients, is alleviated by keeping a variable W_basis close to orthogonal. The experimental results show some improvement about the number of parameters and FLOPs. The authors also claimed that orthogonality regularization can reduce the potential vanishing/exploding gradients problem.",0.1544715447154471,0.7882919311523438,0.7271075248718262,0.7564645409584045,INCORRECT,0.998908758163452,"The method reduces 10.01M parameters of ResNet-34 with almost the same error rate. A classic problem, exploding/vanishing gradients, is alleviated by keeping a variable W_basis close to orthogonal. There is a typo in in the sentence above Equation (5) ; reusrive --> recursive. How does orthogonality regularisation work on a 1x1 conv? The work of Ioannou et al. might be of interest as this seeks structured sparsity in ConvNets.","The method reduces 10.01M parameters of ResNet-34 with almost the same error rate. A classic problem, exploding/vanishing gradients, is alleviated by keeping a variable W_basis close to orthogonal. The strategy of convolution decomposing (as shown in Equation 3) in this paper is similar with separable convolution used in MobileNet. For weight sharing, the authors propose to share weight across layers which is also similar with previous weight sharing papers. The novelty/contribution is not quite sufficient. The results are not fair enough, for example, in the ImageNet experiments, MobileNetV2-Shared model is trained for 300 epochs but the baseline is only trained for 140 epochs.",0.1224489795918367,0.1554770318021201,0.7508978843688965,0.7679364681243896,0.7296619415283203,0.7523958683013916,0.7401276230812073,0.760086715221405,INCORRECT,INCORRECT,0.9996289014816284,0.9990333318710328
22,"This paper studied imitation learning in the classification setting. The paper shows that using proper online learning algorithms is not sufficient to obtain sublinear regret, and devises an improper learning framework that relies on online linear optimization resulting in provably efficient algorithms. 

All the reviewers appreciated the theoretical novelty and are unanimous in their decision to accept the paper. Please incorporate the reviewers' feedback and the resulting discussion. Adding in some basic experimental results (outlined in the ""Experimental plan"" comment) would strengthen the paper. 

","The authors provide (1) an impossibility result for obtaining sublinear regret in general online learning settings, and (2) present an online linear optimization algorithm. The use of ""separator sets"" by the authors seemingly opens up a couple fun algorithmic questions that can take advantage of existing research. The paper proposes a clear convex combination to construct mixed policy class so that online regret minimization in IL becomes an onlinelinear optimization problem. I believe such results could help us better apply imitation learning algorithms in practice.",0.1775147928994083,0.8106723427772522,0.8139401078224182,0.8123029470443726,CORRECT,0.9970163106918336,"The main contributions include: Theoretical guarantee for drawbacks of proper online learning. Efficient algorithms to deal with computational hardness. The use of ""separator sets"" by the authors seemingly opens up a couple fun algorithmic questions that can take advantage of existing research from support vector machines and active sets. No experimentation or code is included with the work, making it difficult to determine if the algorithms proposed are actually possible to implement. It would be very helpful if there are some experimental results (at least on some toy settings) to demonstrate the practical value.","This paper shows that any proper algorithm is unlikely to achieve a sublinear regret. Inspired by this observation, the paper propose an improper online learning framework that is equivalent to online linear optimization with the help of a mixed policy class. This framework allows us to design oracle0efficient algorithms with different sample/interaction round complexities. It would be very helpful if there are some experimental results (at least on some toy settings) to demonstrate the practical value as well as to make the key insights easier to understand. The direct reduction of BC to supervised learning yields a loose bound, as shown in [1]. The expert annotation complexity of BC should be \widetilde{O}(H^2/\epsilon) rather than \widenilde(O) (H^4/\epsilon)",0.1685393258426966,0.2403846153846153,0.7931488752365112,0.771974503993988,0.8013709783554077,0.8347251415252686,0.7972387075424194,0.8021244406700134,CORRECT,INCORRECT,0.998262107372284,0.9993667006492616
23,"The paper makes a novel contribution to methods for generating novel molecules from scratch. The core idea is to generate a shape that fits the molecular pocket without looking at the protein structure.

Two out of three reviewers recommended acceptance. Reviewers emphasize that the method is innovative and interesting, and the empirical performance appealing (especially given that only the shape information is provided to the model). Strong performance is enabled by good design choices made across the paper, such as including the pretraining stage.

The reviewer that recommend rejection raised issues related to the novelty and clarity of the paper. However, I believe the paper is sufficiently clear and novel to meet the bar for acceptance.

Overall, it is my pleasure to recommend acceptance of the paper.

","This paper proposes a zero-shot drug design method based on sketch. Using only information about the shape of the protein pocket avoids some of the limitations of the data set and binding simulations. The limitations are not discussed in the paper but may come from two sides. The paper is not clear enough in the method description, only the design of the encoding and decoding method and the model used are given. The model were trained over billions of molecules in ZINC database and achieved state-of-the-art results.",0.2110091743119266,0.7968612313270569,0.7720024585723877,0.7842349410057068,INCORRECT,0.999077320098877,"The method involves two stages: first sketching the molecular shape in the protein pocket, then generating molecules based on the shape. Massive unbounded molecular data (e.g. ZINC)  can be utilized to train the shape2mol model. The paper is not clear enough in the method description, only the design of the encoding and decoding method and the model used are given. The model were trained over billions of molecules in ZINC database and achieved state-of-the-art results.","This paper proposes a zero-shot drug design method based on sketch. Using only information about the shape of the protein pocket avoids some of the limitations of the data set and binding simulations. However, the model is limited by ignoring the different interaction forces (hydrogen bonding, π-Stacking, etc.) that occur when molecules bind to proteins. The connecting step based entirely on greedy algorithms may lead to unreasonable results. The model is still similar to the transformer-based sequence generation model used in machine translation tasks. The tree-like structure is less expressive for molecules with complex structures. It would be beneficial to the community if authors consider publishing the codes if the paper is accepted. It is quite different from the other line of work which leverages the atoms of both proteins and ligands for generative design.",0.203883495145631,0.2188679245283019,0.7986639738082886,0.7861536741256714,0.7708306312561035,0.7961655855178833,0.7845005393028259,0.7911279201507568,CORRECT,CORRECT,0.7190192937850952,0.987138330936432
