,gold,prediction,rouge_score,bertscore_precision,bertscore_recall,bertscore_f1
10,All the reviewers appreciate the value of the proposed benchmarks. The remaining concerns seem addressable. I recommend accepting the paper while asking the authors to incorporate the review feedback into the camera-ready paper.,"This paper introduces a benchmark for RL-based traffic signal control. The main contribution consists of an OpenAI Gym style wrapper around the SUMO traffic simulation package. The primary advantages touted over existing work include use of the SUMO simulator. Experiments show that independent PPO/DQN tend to do quite well at the end of training. The paper is well written, and the benchmarking tasks are carefully chosen to match the real-world scenarios. The experiments are well-conducted.",0.19469026548672566,0.7523567080497742,0.7949535846710205,0.7730687856674194
11,"I thank the authors for their submission and active participation in the discussions. This papers is borderline. On the positive side, reviewers emphasized this is a well written [ovqB,1zPe] and sound paper [BUDa] with good theoretical [td5N,ovqB,1zPe] and empirical [BUDa,td5N,ovqB] results. On the negative side, reviewers remarked clarity [KyZj,AVki], incremental with respect to Tasse et al (2020) [KyZj], relatively restricted Boolean task algebra [td5N], toyish nature of the environments considered [ovqB], and some missing details [1zPe]. During discussion, the sentiment seems to be somewhat lukewarm with none of the reviewers strongly favoring acceptance or rejection. It seems the main remaining concern is around the toyish nature of the environments used in this paper. I acknowledge that and I believe the authors could include experiments on more complex environments. However, I also give the authors credit for addressing most of the reviewer's concerns during rebuttal and for presenting a solid empirical and theoretical result that the research community can build upon in the future. I am therefore recommending acceptance of this paper and highly encourage the authors to further improve their paper based on the reviewer feedback.","This paper proposes a new framework for lifelong RL that focuses not only on transfer between tasks for faster RL, but also gives guarantees on the performance of the agent over an unknown task distribution. Experiments are performed to verify the theoretical results in both transfer learning and lifelong RL settings in the PickUp and Four Rooms domains. The paper builds upon previous work on the Boolean Task For Reinforcement Learning extending it to the discounted and generalization tasks and to the lifelong RL setup. The authors study goal-based lifelong RL. They leverage logical composition to create an algorithm for this setting, with the goal of better generalization. They provide theoretical guarantees for this setting, and provide empirical evidence that their approach is well in practice.",0.14375,0.7499069571495056,0.7079585790634155,0.7283292412757874
12,"This paper explores the performance of Q-learning in the presence of either one-sided feedback or full feedback. Such feedbacks play an important role in improving the resulting regret bounds, which are (almost) not affected by the dimension of the state and action space. The motivation of such feedback settings stems from problems like inventory control. However, the assumptions underlying the theory herein are often quite strong, which might limit the applicability of the theory. The dependency on the length per episode H can also be improved.","This paper proposes two algorithms for the classic inventory control problem. It establishes cardinality-independent regret bonds for the two algorithms in terms of length of episode and horizon. Numerical results are presented to demonstrate the effectiveness of the algorithms. The paper is well-written and easy to follow. However, there are some concerns about the technical soundness of the paper. In particular, there are some concerns about the assumptions made in the paper. In particular, there are some concerns about the assumptions made in the paper. In particular, there are some concerns about the assumptions made in the paper. In particular, there are some concerns about the technical soundness of the paper. In particular, there are some concerns about the assumptions made in the paper. In particular, there are some concerns about the technical soundness of the paper. In particular, there are some concerns about the assumptions made in the paper. In particular, there are some concerns about the technical soundness of the paper. In particular, there",0.17187500000000003,0.7677417993545532,0.7833253145217896,0.7754552960395813
13,"This work provides evaluations on serveral backdoor attacks and defenses on NLP data. The evaluation can be further improved by discussing related defenses, maintaining high quality and clear documentation, and discussing the stealthiness of the attacks.","This paper introduces a benchmark for evaluating backdoor attacks and defenses in NLP models. The authors provide a critique of evaluation in prior work and present ""OpenBackdoor"" which comprises implementation of several attacks and tasks. The benchmark experiments are clear and the parameters are provided. The paper focuses on a potentially important research track textual backdoor learning, which may be relevant to broad deep learning researchers in the future. It also provides evaluation metrics not only considering ASR/CACC, but also stealthy and semantic-preserving poisoned text.",0.21138211382113825,0.8026040196418762,0.8550539612770081,0.8279992341995239
14,"This paper studies using low-degree polynomials for analyzing statistical/computational gaps for high-dimensional inference problems and identify average-case settings that exhibit this gap.  This is a nice paper and above the bar, though it perhaps appeal to only a theoretical audience.","This paper studies the effectiveness of using the restricted computational model class of low-degree Hawkes for assessing statistical-computation gaps for high-dimensional statistical inference problems. The authors identify problem settings for which average-case reconstruction is impossible, using the problem of reconstruction on trees. The paper is overall well-written and easy to read. The topic of this paper is completely out of my area, and any technical comments I make will probably be unfair to the authors. The paper is overall well-written and easy to read. The topic of this paper is completely out of my area, and any technical comments I make will probably be unfair to the authors. The paper is overall well-written and easy to read. The topic of this paper is completely out of my area, and any technical comments I make will probably be unfair to the authors. The paper is overall well-written and easy to read. The topic of this paper is completely out of my area, and any technical comments I",0.22018348623853207,0.7113091349601746,0.8354878425598145,0.7684138417243958
15,"The reviewers highly appreciated the replies and the additional experiments. We also had a private discussion on the paper. To summarize: the replies alleviated quite a few concerns, however the consensus was that the paper still does not meet the bar for a highly competitive conference like ICLR.  The idea of combining MPC (on a 'wrong' model)  with a learned cost function is very interesting and a promising direction. On the downside the reviewers are still not entirely convinced about the contribution and believe that the paper requires a significant re-write to incorporate the discussed points as well as an additional round of reviews.","The paper proposes a method to enhance imitation learning by using MPC on the reward function learned by an imitation learning approach. MPC uses the reward function and value function learned by GAIL and assumes access to a model of the test-dynamics. The proposed method outperforms BC and GAIL-based baselines in the ‘non-transfer’ setting of imitation with limited expert trajectories. The paper is well-written and very easy to follow. The reviewers found the paper to be well-motivated, well-written, and easy to follow. The proposed method outperforms BC and GAIL-based baselines in the ‘non-transfer’ setting of imitation with limited expert trajectories. The paper is well-motivated, well-written, and easy to follow. The proposed method outperforms BC and GAIL-based baselines in the ‘non-transfer’ setting of imitation with limited expert trajectories. The paper is well-motivated, well-written, and easy to follow. The proposed method outperforms BC and",0.1685823754789272,0.7062589526176453,0.7417538166046143,0.7235713601112366
16,"The paper surveys existing differentially private data synthesis methods, and introduces an algorithm that learns both a generator and a classifier in a differentially private mode.  The problem is highly timely and important. Results are promising.  Main remaining concerns after discussion between the reviewers and the authors are:  - reason why the proposed scheme can give better classification accuracy, should be clarified more  - unclarity on conclusions that can be drawn from the experiments. The revised version has improved on this somewhat.  One explanation for the problems was suggested to be that the paper tries, at the same time, to both present a new method and be a survey. Is hard to do in a short paper, and as a result, the paper lacks focus. At the very least, more work is needed.  The authors are encouraged to continue their work on this important problem, and the review comments hopefully help in that.","The paper proposes QUAIL, an ensemble of a generative model and a classifier. Both are trained with differential privacy, in order to generate a differentially private dataset. After training, the DP synthesizer generates samples and the DP classifier labels them so that the resulting samples can be used as training samples. By the post-processing theorems, the resulting are differentiallyPrivate, which are published as synthesized samples. The authors proposed QUAIL, an algorithm that uses a supervised model and a synthetic data model to generate synthetic data that is good for downstream tasks. They also show some empirical evaluations of the algorithm. All the reviewers agree that the paper is not ready for publication.",0.2272727272727273,0.7988035678863525,0.7767248153686523,0.7876095175743103
17,"This paper has been reviewed by four experts. Their independent evaluations were consistent, all recommended rejection. I agree with that assessment as this paper is not ready for publication at ICLR in its current form. The reviewers have provided the authors with ample constructive feedback and the authors have been encouraged to consider this feedback if they choose to continue the work on this topic.","This paper presents a comparative study of the performance of non-recurrent models and deep recurrent models for time series outlier detection. The paper is well-written and easy to follow. However, there are several concerns raised by the reviewers. First, it is not clear whether the proposed models are capable of detecting collective outliers. Second, it is unclear whether the used models are capable of detecting individual outliers. Third, it is not clear whether the proposed methods perform better in which context. It might be more interesting to develop on which methods perform better in which context.",0.1226993865030675,0.7162708640098572,0.7611055374145508,0.7380079030990601
18,"This work provides an analysis explaining why FedAvg can produce more generalizable representations than distributed SGD. Theoretical guarantees are presented for a multi-task linear regression setting and further empirical results demonstrate the effectiveness of learning representations with image classification tasks. The theoretical analysis presented can be an important building block for the study of more complex settings in federated optimization. All reviewers recommend acceptance.  Please take the (few) suggestions by the reviewer into account, and also incorporate the explanations and clarifications provided during the rebuttal in the camera ready version.","This paper provides a theoretical analysis of Fed generalization with fine-tuning. The main contribution of this paper is that the local model weights for clients lie on a linear subspace, and when the local model weights for clients lie on a linear subspace, theorem 1 suggests Fed gets linear convergence, while Proposition 1 suggests Distributed GD may diverge for representation learning. Empirical results demonstrate the effectiveness of learning representations with image classification tasks. The paper is well-written and easy to follow.",0.2413793103448276,0.8110141754150391,0.8015695810317993,0.8062642216682434
19,The reviewers agree the paper brings a novel perspective by controlling the conditioning of the model when performing quantization.  The experiments are convincing experiments. We encourage the authors to incorporate additional references suggested in the reviews. We recommend acceptance.,"The paper proposes a Lipschitz constant filtering of the inner layers' input-output to fix the issue that fully quantized models are more exposed to adversarial attacks. The paper is clearly written, addresses a confusing point in the current literature, clarifies some issues, and provides a novel and useful approach to mitigate those issues. All the reviewers agree that the paper is well written, addresses a confusing point in the current literature, and provides a novel and useful approach to mitigate those issues. The paper add value to the research community through thorough experimental study as well as in industry. All the reviewers agree that the paper is well written, addresses a confusing point in the current literature, and provides a novel and useful approach to mitigate those issues. The paper add value to the research community through thorough experimental study as well as in industry. All the reviewers agree that the paper is well written, addresses a confusing point in the current literature, and provides a novel and useful approach to mitigate those issues. The paper",0.12962962962962965,0.7275190949440002,0.8002983331680298,0.7621752023696899
20,"This paper presents a method for unsupervised learning of disentangled representations by first training a VAE with a tangled set of latents, and then sequentially learning disentangled latent variables one at a time from the entangled initial VAE latent space. On several toy disentanglement benchmarks, the method is shown to perform competitively with previous VAE and GAN approaches.   There were several concerns from reviewers around the clarity and description of the proposed one-factor-at a time (OAT) training procedure. While the updated draft addressed several typos and some clarity issues, multiple reviewers continued to find the method description problematic. There were additional concerns around the viability of the method on real-world datasets where the number of factors are not known, and as the authors stated the proposed method can also result in one factor of variation encoded into mulitple latent variables, which hurts on many of the disentanglement metrics.  The addition of CelebA downstream task evaluation begins to address this concern of real-world data, but more rigorous experiments (including more description of how models were selected) and discussion of the limtiations of the proposed method are needed. There is also no theoretical motivation as to why the proposed intervention-based factor learning algorithm should recover the ground truth factors.  Given the concerns over experimental results, clarity, and lack of theoretical motivation, I suggest rejecting this paper in the current form.","This paper presents an unsupervised learning model for disentangled latent representation learning. The model works in a combined latent space including both entangled variable and separable variable. The model is based on a VAE-GAN network to generate high resolution samples and to learn variational factors in an unsupervised manner. The authors reported their experimental results for two datasets, i.e., dSprites and CelebA. The reviewers found the paper to be well-written and easy to follow. However, they also raised concerns about the novelty of the approach and the experimental evaluation. The authors provided a rebuttal that addressed some of the reviewers' concerns. However, the reviewers still felt that the paper is not ready for publication at ICLR.",0.18750000000000003,0.8347918391227722,0.7957332730293274,0.8147947788238525
21,"This paper presents a rich dataset aimed at creating supervision for 2D cartoon tasks. The dataset is created by procedurally converting open source 3D computer graphics movies/shorts into ""flattened"" 2D frames. Care is taken in describing both the motivation and limitations of this approach. In an area with a dearth of good data, this paper's contributions are warmly welcomed. Reviews appreciated these aspects of the paper while highlighting potential weaknesses that appear addressed in the revisions. I recommend accepting this paper to the NeurIPS 2022 Datasets and Benchmarks program.",This paper presents a new dataset for visual correspondence of 2D animation. It is generated from three open-source 3D movies. The dataset includes pixel- and region-wise correspondence labels to support some applications like frame interpolation and automatic colorization. The authors apply custom pre-processing on open-source 3D animation to transform it into 2D cartoons. The results show the effectiveness of AnimeRun and the limitations of existing methods. All the reviewers agree that the paper is well-written and the dataset is well-motivated. The authors have addressed most of the concerns raised by the reviewers during the rebuttal period.,0.2383419689119171,0.8305584788322449,0.8187265396118164,0.8245999813079834
22,"Thank the authors for their submission.  The paper studies combinatorial multi-armed bandit with probabilistically triggered arms. That is an MAB setting in which, at each round, the learner chooses a subset of the arms and obtains a reward that is some function of expected rewards of the chosen arms. In addition, the learner only observes feedback on a random subset of her chosen arms (triggered arms).   The paper relaxes a smoothness assumption laid by a previous work, and further improves the dependence on K in the regret bound, where K is the batch size (maximum number of triggered arms) The authors provide computationally-efficient algorithms that are based on Bernstein concentration inequality, facilitating the improved bounds.  The paper is well-written and organized, and the theoretical results are sound.","This paper proposes new smoothness conditions for the well-known combinatorial semi-bandit problem with probabilistically triggered arms. The authors significantly improved the O(K) factor that appears in the previous regret bounds, where K represents the batch size. With the so-called triggering probability and variance smoothness condition, the authors significantly improved the O(K) factor that appears in the previous regret bounds, where K represents the batch size. The paper is well-written and provides clear intuition behind various ideas/assumptions.",0.29107981220657275,0.846014142036438,0.8006339073181152,0.822698712348938
23,"The authors propose a semi-supervised novelty detection method which tries to identify out-of-distribution samples in the unlabeled data (consisting of in- and out-distribution samples) using a disagreement score of an ensemble. The ensemble is generated by fine-tuning the trained classiifer on the labeled training data plus the unlabeled data which all get a fixed label (which is repeated several times to generate the ensemble). The main idea is that one uses early stopping based on an in-distribution validation set in order to avoid overfitting on the unlabeled points which allows then identification of the out-distribution points via the disagreement score.  The reviewers appreciated the simplicity of the approach and the extensive experimental results. The authors did a good job in trying to answer all questions and concerns of the reviewers.   However, some concerns remained: - the setting assumes that the OOD data is fixed which was considered as partially unrealistic and thus evaluation of the OOD detection performance on unseen OOD distributions was requested in order to understand the limitations of the method (this was only partially done by the authors).  - the theoretical result is for a two-layer network and completely based on previous work. As the authors use much deeper networks later on in the experiments, this result cannot be used to theoretically justify the approach.  - there remained concerns about the necessary diversity of the ensemble and the early stopping procedure  While I think that the paper has its merits, it is not yet ready for publication. I encourage the authors to to take into account the above points and other remaining concerns of the reviewers in a revised version.","This paper proposes a semi-supervised ensemble approach to novelty detection. The main idea consists in generating base classifiers that disagree on the out-of-distribution data (ODD) An early-stop criterion is used to achieve the wanted level of disagreement among the component of the ensemble. The authors develop an ensemble-based procedure for semi-supervised novelty detection (SSND) It a mixture of unlabeled ID and  generalization samples to perform on near  generalization data while preserving agreement on ID data. A regularization technique is also used to promote diversity on the Ood data while preserving agreement on ID data. The paper is generally well-written, however, there are some confusions listed as follows. Some claims are vague in the submission, for example, the authors claimed that the Maximum discrepancy method (MCD) tends to result in ensembles that do not disagree enough on  generalization data. However, the reviewers pointed out that the Maximum discrepancy method (MCD) tends to result in",0.18721461187214614,0.8111963868141174,0.7972069978713989,0.8041408061981201
24,"The theory and results presented in this paper provide a new method to avoid collapse in contrastive learning.  All but one reviewer recommend acceptance.  The lone negative reviewer is concerned with the limited experiments, but the other reviewers, and the AC, find the experimentation convincing enough to warrant acceptance.",This paper studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The paper first studies the dimensional collapse problem in existing contrastive learning (CL) methods. The,0.11822660098522168,0.6887800693511963,0.699009120464325,0.6938568949699402
